Company,    Valuation_$Bn    ,Date_Joined,Industry,City,Country,Continent,Year Founded,    Funding_$Bn    ,Select Investors
56PINGTAI,1.00 ,1/25/2021,Supply chain,Shanghai,China,Asia,2013,0.19 ,"QF Capital, QC Capital, Unicom Innovation Venture Capital"
Alzheon,1.00 ,9/30/2020,Health,Framingham,United States,North America,2013,0.09 ,"ARCH Venture Partners, Ally Bridge Group"
Aprogen,1.00 ,5/31/2019,Health,Seongnam-Si,South Korea,Asia,2000,0.06 ,"Lindeman Asia Investment, Nichi-Iko Pharmaceutical"
Axtria,1.00 ,5/13/2021,Data management ,Berkeley Heights,United States,North America,2009,0.21 ,"Helion Venture Partners, Bain Capital Tech Opportunities, Sequoia Capital India"
Cell C,1.00 ,8/7/2017,Mobile ,Midrand,South Africa,Africa,2000,0.55 ,"Blue Label Telecoms, Net1 UEPS Technologies"
China Cloud,1.00 ,6/11/2018,Hardware,Wuxi,China,Asia,2010,0.52 ,"V Star Capital, GF Xinde Investment Management Co., Haitong Leading Capital Management"
CredAvenue,1.00 ,3/7/2022,Fintech,Chennai,India,Asia,2017,0.23 ,"Insight Partners, B Capital Group, Lightspeed Venture Partners"
DeepBlue Technology,1.00 ,4/16/2018,Artificial intelligence,Shanghai,China,Asia,2014,0.08 ,"DESUN Capital, Yunfeng Capital, Meridian Capital"
dMed Biopharmaceutical,1.00 ,7/12/2021,Health,Shanghai,China,Asia,2016,0.21 ,"Qiming Venture Partners, Vivo Capital, Sequoia Capital China"
Einride,1.00 ,12/31/2021,Auto ,Stockholm,Sweden,Europe,2016,0.15 ,"Temasek, BUILD Capital Partners, Northzone Ventures"
EQRx,1.00 ,1/11/2021,Health,Cambridge,United States,North America,2020,0.70 ,"Nextech Invest, Casdin Capital, Google Ventures"
Everly Health,1.00 ,12/3/2020,E-commerce ,Austin,United States,North America,2015,0.23 ,"Highland Capital Partners, Next Coast Ventures, SoGal Ventures"
Fair,1.00 ,12/20/2018,Auto ,Santa Monica,United States,North America,2016,2.00 ,"CreditEase Fintech Investment Fund, BMW i Ventures, SoftBank Group"
Flipboard,1.00 ,7/22/2015,Internet software ,Palo Alto,United States,North America,2010,0.21 ,"Kleiner Perkins Caufield & Byers, Comcast Ventures, Insight Partners"
Globality,1.00 ,1/22/2019,Artificial intelligence,Menlo Park,United States,North America,2015,0.31 ,SoftBank Group
Hosjoy,1.00 ,10/18/2018,E-commerce ,Nanjing,China,Asia,2009,0.14 ,"U.S.-China Green Fund, Founder H Fund, Richland Equities"
Huisuanzhang,1.00 ,5/24/2021,Fintech,Beijing,China,Asia,2015,0.23 ,"IDG Capital, Gaocheng Capital, Chuanrong Capital"
HuJiang,1.00 ,10/29/2015,Edtech,Shanghai,China,Asia,2001,0.22 ,"China Minsheng Investment, Baidu, Wanxin Media"
Hyperchain,1.00 ,4/11/2021,Fintech,Hangzhou,China,Asia,2016,0.25 ,"Yinhong Equity Investment Fund, E Fund, Ideal International"
iTutorGroup,1.00 ,11/18/2015,Edtech,Shanghai,China,Asia,1998,0.32 ,"QiMing Venture Partners, Temasek Holdings, Silverlink Capital"
JimuBox,1.00 ,4/21/2015,Fintech,Beijing,China,Asia,2013,0.13 ,"Matrix Partners China, Ventech China, Shunwei Capital Partners"
Juma Peisong,1.00 ,11/26/2018,Supply chain,Chengdu,China,Asia,2011,0.28 ,"Ding Xiang Capital, New Hope Fund, Sino-Ocean Capital"
Justworks,1.00 ,1/28/2020,Internet software ,New York,United States,North America,2012,0.14 ,"Index Ventures, Thrive Capital, Bain Capital Ventures"
Keenon Robotics,1.00 ,9/15/2021,Supply chain,Shanghai,China,Asia,2010,0.23 ,"Yunqi Partners, SoftBank Group, iVision Ventures"
Kuaigou Dache,1.00 ,7/13/2018,Supply chain,Tianjin,China,Asia,2014,0.65 ,"Sequoia Capital China, InnoVision Capital, Qianhai Fund of Funds"
LifeMiles,1.00 ,7/13/2015,Other,Bogota,Colombia,South America,2011,0.34 ,Advent International
LinkSure Network,1.00 ,1/1/2015,Mobile ,Shanghai,China,Asia,2013,0.05 ,N/A
MobiKwik,1.00 ,10/13/2021,Fintech,Gurugram,India,Asia,2009,0.25 ,"Sequoia Capital India, The Times Group, GMO VenturePartners"
Modernizing Medicine,1.00 ,5/10/2017,Health,Boca Raton,United States,North America,2010,0.39 ,"Warburg Pincus, Summit Partners, Sands Capital"
OVH,1.00 ,8/15/2016,Other,Roubaix,France,Europe,1999,1.00 ,"KKR, TowerBrook Capital Partners"
Phenom People,1.00 ,4/7/2021,Internet software ,Ambler,United States,North America,2011,0.16 ,"Sierra Ventures, AXA Venture Partners, Sigma Prime Ventures"
Pipa Coding,1.00 ,3/25/2021,Edtech,Beijing,China,Asia,2017,0.27 ,"Source Code Capital, XVC Venture Capital, Hillhouse Capital Management"
Qingting FM,1.00 ,6/2/2021,Internet software ,Shanghai,China,Asia,2011,0.16 ,"China Culture Industrial Investment Fund, We Capital, China Minsheng Investment Group"
Rad Power Bikes,1.00 ,10/28/2021,Auto ,Seattle,United States,North America,2007,0.30 ,"Durable Capital Partners, Cercano Management, T. Rowe Price"
Shukun Technology,1.00 ,8/16/2021,Artificial Intelligence,Beijing,China,Asia,2017,0.21 ,"Marathon Venture Partners, Huagai Capital, China Creation Ventures"
Shulan Health,1.00 ,3/1/2021,Health,Hangzhou,China,Asia,2015,0.04 ,Qiming Venture Partners
SITECH DEV,1.00 ,5/16/2019,Other,Guiyang,China,Asia,2017,0.23 ,China Prosperity Capital
Snapdeal,1.00 ,5/21/2014,E-commerce ,New Delhi,India,Asia,2008,2.00 ,"SoftBankGroup, Blackrock, Alibaba Group"
SumUp,1.00 ,7/16/2019,Fintech,London,United Kingdom,Europe,2011,1.00 ,"American Express Ventures, Goldman Sachs, Bain Capital Credit"
TalkingData,1.00 ,1/6/2021,Mobile ,Beijing,China,Asia,2013,0.31 ,"N5 Capital, CR Capital Mgmt, JD Digits"
TUNGEE,1.00 ,12/15/2021,Artificial Intelligence,Guangzhou,China,Asia,2016,0.17 ,"UNITY VENTURES, Qiming Venture Partners, GGV Capital"
UISEE Technology,1.00 ,1/25/2021,Supply chain,Beijing,China,Asia,2016,0.15 ,"Shenzhen Capital Group, Robert Bosch Venture Capital, SeptWolves Ventures"
Valgen Medtech,1.00 ,5/6/2021,Health,Hangzhou,China,Asia,2015,0.19 ,"Sequoia Capital China, China Life Investment Holding Company, Qiming Venture Partners"
Vectra Networks,1.00 ,4/29/2021,Artificial intelligence,San Jose,United States,North America,2011,0.35 ,"IA Ventures, Khosla Ventures, AME Cloud Ventures"
Venafi,1.00 ,12/10/2020,Cybersecurity,Salt Lake City,United States,North America,2000,0.17 ,"Pelion Venture Partners, Foundation Capital, Thoma Bravo"
Wacai,1.00 ,7/18/2018,Mobile ,Hangzhou,China,Asia,2009,0.37 ,"Qiming Venture Partners, China Broadband Capital, CDH Investments"
WeBull,1.00 ,2/18/2021,Fintech,Changsha,China,Asia,2016,0.23 ,"Bojiang Capital, Hongdao Capital, Mobai Capital"
WTOIP,1.00 ,4/8/2018,Internet software ,Guangzhou,China,Asia,2013,0.31 ,"Dark Horse Technology Group, Hopu Investment Management, Kefa Capital"
Xiaobing,1.00 ,7/12/2021,Fintech,Beijing,China,Asia,2020,0.26 ,"NetEase Capital, Northern Light Venture Capital, Microsoft"
Xiaoe Tech,1.00 ,6/15/2021,Internet software ,Shenzhen,China,Asia,2015,0.15 ,"GGV Capital, Hillhouse Capital Management, IDG Capital"
Yiguo,1.00 ,11/9/2016,Supply chain,Shanghai,China,Asia,2005,0.80 ,"Alibaba Group, KKR, Goldman Sachs"
Yimidida,1.00 ,1/14/2019,Supply chain,Shanghai,China,Asia,2015,0.55 ,"Source Code Capital, Global Logistic Properties, K2VC"
Yipin Shengxian,1.00 ,3/11/2019,E-commerce ,Hefei,China,Asia,2017,0.66 ,"Eastern Bell Capital, Capital Today, Longzhu Capital"
Ynsect,1.00 ,2/21/2019,Other,Evry,France,Europe,2011,0.40 ,"Astanor Ventures, Upfront Ventures, IDInvest Partners"
Hello TransTech,1.00 ,6/1/2018,Auto ,Shanghai,China,Asia,2016,2.00 ,"Ant Financial Services Group, GGV Capital"
Miaoshou Doctor,1.00 ,6/27/2019,E-commerce ,Beijing,China,Asia,2015,0.95 ,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings"
ECARX,1.00 ,10/26/2020,Auto ,Wuhan,China,Asia,2016,0.39 ,"Geely, SIG Asia Investments, China State Capital Venture Capital Fund"
Eat Just,1.00 ,11/30/2017,Consumer ,San Francisco,United States,North America,2011,0.44 ,"Khosla Ventures, Horizons Ventures, Founders Fund"
Trumid,1.00 ,7/15/2020,Fintech,New York,United States,North America,2014,0.66 ,"T. Rowe Price, Dragoneer Investment Group, BlackRock"
Qualia,1.00 ,12/21/2020,Fintech,San Francisco,United States,North America,2015,0.16 ,"8VC, Menlo Ventures, Tiger Global Management"
Beisen,1.00 ,5/11/2021,Internet software ,Beijing,China,Asia,2002,0.39 ,"Matrix Partners China, Sequoia Capital China, Genesis Capital"
Earnix,1.00 ,2/21/2021,Fintech,Giv'atayim,Israel,Asia,2001,0.10 ,"Jerusalem Venture Partners, Israel Growth Partners, Insight Partners"
Kujiale,1.00 ,10/25/2019,Internet software ,Hangzhou,China,Asia,2011,0.24 ,"GGV Capital, IDG Capital, Linear Venture"
Orca Security,1.00 ,3/23/2021,Cybersecurity,Portland,United States,North America,2019,0.63 ,"YL Ventures, Redpoint Ventures, GGV Capital"
Apus Group,1.00 ,1/16/2015,Mobile ,Beijing,China,Asia,2014,0.12 ,"Redpoint Ventures, QiMing Venture Partners, Chengwei Capital"
Forte Labs,1.00 ,5/12/2021,Fintech,San Francisco,United States,North America,2018,0.91 ,"Iris Capital, Accel, Elaia Partners"
CureFit,1.00 ,11/10/2021,Health,Bengaluru,India,Asia,2016,0.67 ,"Chiratae Ventures, Accel, Kalaari Capital"
DT Dream,1.00 ,6/8/2017,Data management ,Hangzhou,China,Asia,2015,0.27 ,"Alibaba Group, China Everbright Investment Management, Yinxinggu Capital"
fabric,1.00 ,2/24/2022,E-commerce ,Bellevue,United States,North America,2017,0.29 ,"Redpoint Ventures, Norwest Venture Partners, Sierra Ventures"
JOLLY Information Technology,1.00 ,5/29/2018,E-commerce ,Hangzhou,China,Asia,2008,0.10 ,"Legend Capital, CDH Investments, Sequoia Capital China"
K Health,1.00 ,1/19/2021,Health,New York,United States,North America,2016,0.27 ,"Max Ventures, Mangrove Capital Partners, 14W"
Mofang Living,1.00 ,4/13/2016,E-commerce ,Shanghai,China,Asia,2009,0.65 ,"Warburg Pincus, Aviation Industry Corporation of China"
Spendesk,1.00 ,1/18/2022,Fintech,Paris,France,Europe,2015,0.31 ,"Index Ventures, Eight Roads Ventures, General Atlantic"
TaxBit,1.00 ,8/4/2021,Fintech,Draper,United States,North America,2018,0.24 ,"Insight Partners, Coinbase Ventures, PayPal Ventures"
XiaoZhu,1.00 ,11/1/2017,Travel,Beijing,China,Asia,2012,0.57 ,"Morningside Ventures, Capital Today, JOY Capital"
Yijiupi,1.00 ,9/20/2018,Consumer ,Beijing,China,Asia,2014,0.51 ,"Source Code Capital, Meituan Dianping, Tencent Holdings"
YunQuNa,1.00 ,6/29/2021,Supply chain,Shanghai,China,Asia,2015,0.21 ,"Source Code Capital, Coatue Management, DCM Ventures"
Bordrin Motors,1.00 ,6/3/2019,Auto ,Shanghai,China,Asia,2016,0.36 ,"China Grand Prosperity Investment, CSC Group"
Aleo,1.00 ,2/7/2022,Cybersecurity,San Francisco,United States,North America,2019,0.23 ,"Slow Ventures, Andreessen Horowitz, SoftBank Group"
Coocaa,1.00 ,3/16/2018,Hardware,Shenzhen,China,Asia,2006,0.22 ,"Baidu, Tencent Holdings"
Gymshark,1.00 ,8/14/2020,E-commerce ,Solihull,United Kingdom,Europe,2012,0.26 ,General Atlantic
M1 Finance,1.00 ,7/14/2021,Fintech,Chicago,United States,North America,2015,0.32 ,"Left Lane Capital, Clocktower Technology Ventures, Jump Capital"
Ouyeel,1.00 ,6/27/2019,Internet software ,Shanghai,China,Asia,2015,0.43 ,Taigang Venture Capital
SonderMind,1.00 ,7/28/2021,Health,Denver,United States,North America,2014,0.18 ,"Kickstart Fund, General Catalyst, Drive Capital"
Astranis Space Technologies,1.00 ,4/14/2021,Mobile ,San Francisco,United States,North America,2015,0.30 ,"Refactor Capital, Andreessen Horowitz, Fifty Years Fund"
Away,1.00 ,5/15/2019,E-commerce ,New York,United States,North America,2015,0.18 ,"Global Founders Capital, Comcast Ventures, Forerunner Ventures"
Cabify,1.00 ,1/22/2018,Auto ,Madrid,Spain,Europe,2011,0.41 ,"Seaya Ventures, Otter Rock Capital, Rakuten"
Clarify Health,1.00 ,4/5/2022,Health,San Francisco,United States,North America,2015,0.33 ,"KKR, Aspenwood Ventures, Spark Capital"
Coda,1.00 ,7/8/2021,Internet software ,Mountain View,United States,North America,2014,0.24 ,"Greylock Partners, General Catalyst, Khosla Ventures"
Deezer,1.00 ,8/2/2018,Internet software ,Paris,France,Europe,2007,0.53 ,"Orange Digital Ventures, Access Industries"
Degreed,1.00 ,4/13/2021,Edtech,Pleasanton,United States,North America,2012,0.32 ,"Signal Peak Ventures, Owl Ventures, Jump Capital"
Deliverect,1.00 ,1/24/2022,Fintech,Ghent,Belgium,Europe,2018,0.24 ,"Newion Partners, SmartFin Capital, OMERS Ventures"
Envoy,1.00 ,1/11/2022,Internet software ,San Francisco,United States,North America,2013,0.17 ,"Andreessen Horowitz, Initialized Capital, TriplePoint Capital"
Epidemic Sound,1.00 ,3/11/2021,Internet software ,Stockholm,Sweden,Europe,2009,0.51 ,"EQT Partners, Blackstone"
Figment,1.00 ,12/20/2021,Internet software ,Toronto,Canada,North America,2018,0.17 ,"Bonfire Ventures, Two Sigma Ventures, FJ Labs"
Firebolt,1.00 ,1/26/2022,Data management ,Tel Aviv,Israel,Asia,2019,0.26 ,"TLV Partners, Zeev Ventures, Bessemer Venture Partners"
Five Star Business Finance,1.00 ,3/26/2021,Other,Chennai,India,Asia,1984,0.46 ,"Sequoia Capital India, Tiger Global Management, Tencent"
GupShup,1.00 ,4/8/2021,Internet software ,San Francisco,United States,North America,2011,0.38 ,"Helion Venture Partners, Tiger Global management, CRV"
Kong,1.00 ,12/31/2020,Internet software ,San Francisco,United States,North America,2007,0.17 ,"New Enterprise Associates, CRV, Index Ventures"
Koudai,1.00 ,10/23/2014,E-commerce ,Beijing,China,Asia,2010,0.37 ,"New Enterprise Associates, Tiger Global management, Tencent"
Panther Labs,1.00 ,12/2/2021,Cybersecurity,San Francisco,United States,North America,2018,0.14 ,"Innovation Endeavors, s28 Capital, Lightspeed Venture Partners"
Papa,1.00 ,11/4/2021,Health,Miami,United States,North America,2016,0.24 ,"Initialized Capital, Canaan Partners, Sound Ventures"
Pristyn Care,1.00 ,12/7/2021,Health,Gurugram,India,Asia,2018,0.18 ,"Sequoia Capital India, Hummingbird Ventures, Epiq Capital"
Rebel Foods,1.00 ,10/7/2021,E-commerce ,Pune,India,Asia,2011,0.52 ,"Sequoia Capital India, Lightbox Ventures, Coatue Management"
Salt Security,1.00 ,2/10/2022,Cybersecurity,Palo Alto,United States,North America,2016,0.27 ,"Y Combinator, S Capital, Tenaya Capital"
Scalable Capital,1.00 ,6/8/2021,Fintech,Munich,Germany,Europe,2014,0.31 ,"BlackRock, Tengelmann Ventures, Holtzbrinck Ventures"
SparkCognition,1.00 ,1/25/2022,Artificial intelligence,Austin,United States,North America,2013,0.29 ,"March Capital Partners, Temasek, Doha Venture Capital"
Stash,1.00 ,2/3/2021,Fintech,New York,United States,North America,2015,0.43 ,"Goodwater Capital, Entree Capital, Valar Ventures"
Symphony,1.00 ,5/16/2017,Fintech,New York,United States,North America,2014,0.51 ,"BNP Paribas, Goldman Sachs, Google"
Tripledot,1.00 ,2/14/2022,Mobile ,London,United Kingdom,Europe,2017,0.20 ,"Lightspeed Venture Partners, Access Industries, Eldridge"
VideoAmp,1.00 ,10/21/2021,Internet software ,Los Angeles,United States,North America,2014,0.38 ,"Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners"
Yidian Zixun,1.00 ,10/17/2017,Mobile ,Beijing,China,Asia,2021,0.15 ,"Phoenix New Media, Tianjin Haihe Industry Fund"
Yotpo,1.00 ,3/18/2021,Internet software ,New York,United States,North America,2011,0.44 ,"Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital"
Neon,1.00 ,2/14/2022,Fintech,Sao Paulo,Brazil,South America,2016,0.72 ,"Propel Venture Partners, Monashees+, BBVA"
Veepee,1.00 ,7/2/2007,E-commerce ,La Plaine Saint-Denis,France,Europe,2001,0.54 ,"Summit Partners, Qatar Holding"
Alloy,1.00 ,9/30/2021,Fintech,New York,United States,North America,2015,0.16 ,"Bessemer Venture Partners, Eniac Ventures, Canapi Ventures"
Epirus,1.00 ,2/14/2022,Other,Hawthorne,United States,North America,2018,0.29 ,"8VC, Bedrock Capital, Broom Ventures"
Klook,1.00 ,8/7/2018,Travel,Central,Hong Kong,Asia,2014,0.72 ,"Sequoia Capital China, Goldman Sachs, Matrix Partners China"
Yaoshibang,1.00 ,6/15/2021,Health,Guangzhou,China,Asia,2015,0.50 ,"Green Pine Capital Partners, Ivy Capital, DCM Ventures"
Signifyd,1.00 ,4/15/2021,Fintech,San Jose,United States,North America,2011,0.39 ,"Menlo Ventures, Resolute Ventures, IA Ventures"
Motorway,1.00 ,11/29/2021,E-commerce ,London,United Kingdom,Europe,2017,0.28 ,"Marchmont Ventures, BMW i Ventures, Index Ventures"
RIDI,1.00 ,1/24/2022,E-commerce ,Seoul,South Korea,Asia,2008,0.18 ,"Atinum Investment, Company K Partners, GIC"
Athletic Greens,1.00 ,1/25/2022,Health,New York,United States,North America,2010,0.12 ,"SC.Holdings, Not Boring Capital, Bolt Ventures"
GPclub,1.00 ,10/22/2018,Other,Seoul,South Korea,Asia,2003,0.07 ,Goldman Sachs
Grove Collaborative,1.00 ,9/6/2019,E-commerce ,San Francisco,United States,North America,2016,0.48 ,"MHS Capital, NextView Ventures, Mayfield Fund"
Tongdun Technology,1.00 ,4/25/2019,Cybersecurity,Hangzhou,China,Asia,2013,0.25 ,"Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co."
Unisound,1.00 ,7/19/2018,Artificial intelligence,Beijing,China,Asia,2012,0.36 ,"Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures"
Betterment,1.00 ,9/29/2021,Fintech,New York,United States,North America,2010,0.34 ,"Bessemer Venture Partners, Menlo Ventures, Anthermis"
Cava Group,1.00 ,4/27/2021,Other,Washington,United States,North America,2010,0.74 ,"SWaN & Legend Ventures, Revolution Growth, Invus Group"
CoinTracker,1.00 ,1/27/2022,Fintech,San Francisco,United States,North America,2017,0.10 ,"Initialized Capital, General Catalyst, Kraken Ventures"
DistroKid,1.00 ,8/16/2021,Internet software ,New York,United States,North America,2013,0.27 ,"Insight Partners, Silversmith Capital Partners, Spotify"
Domestika,1.00 ,1/27/2022,Internet software ,Berkeley,United States,North America,2012,0.13 ,"Zeev Ventures, GSV Ventures"
Flock Freight,1.00 ,10/20/2021,Supply chain,Encinitas,United States,North America,2015,0.40 ,"SignalFire, GLP Capital Partners, Google Ventures"
InSightec,1.00 ,3/6/2020,Health,Tirat Carmel,Israel,Asia,1999,0.63 ,"York Capital Management, GE Healthcare, Koch Disruptive Technologies"
Island,1.00 ,3/23/2022,Internet software ,Dallas,United States,North America,2020,0.22 ,"Insight Partners, Sequoia Capital, Stripes Group"
iTrustCapital,1.00 ,1/11/2022,Fintech,Long Beach,United States,North America,2018,0.13 ,"Left Lane Capital, Walden Venture Capital"
Konfio,1.00 ,9/29/2021,Fintech,Mexico City,Mexico,North America,2013,0.38 ,"Kaszek Ventures, QED Investors, International Finance Corporation"
LinkTree,1.00 ,3/16/2022,Internet software ,Melbourne,Australia,Oceania,2016,0.17 ,"AirTree Ventures, Insight Partners, Index Ventures"
Loadsmart,1.00 ,2/1/2022,Supply chain,New York,United States,North America,2014,0.34 ,"Chromo Invest, Maersk Growth, BlackRock"
Lukka,1.00 ,1/14/2022,Fintech,New York,United States,North America,2014,0.20 ,"Liberty City Ventures, Soros Fund Management, Summer Capital"
Manner,1.00 ,12/24/2020,Other,Shanghai,China,Asia,2015,0.01 ,"Coatue Management, H Capital, Capital Today"
The Brandtech Group,1.00 ,11/19/2019,Other,New York,United States,North America,2015,0.61 ,Undisclosed
TravelPerk,1.00 ,1/12/2022,Travel,Barcelona,Spain,Europe,2015,0.41 ,"LocalGlobe, Kinnevik, Felix Capital"
YugaByte,1.00 ,10/28/2021,Data management ,Sunnyvale,United States,North America,2016,0.29 ,"Lightspeed Venture Partners, Dell Technologies Capital, Wipro Ventures"
Intercom,1.00 ,3/27/2018,Internet software ,San Francisco,United States,North America,2011,0.24 ,"FirstMark Capital, Tiger Global Management"
OVO Energy,1.00 ,2/14/2019,Other,Bristol,United Kingdom,Europe,2009,0.32 ,"Mitsubishi Corporation, Mayfair Equity Partners"
BigID,1.00 ,12/16/2020,Cybersecurity,New York,United States,North America,2015,0.25 ,"BOLDstart Ventures, SAP.iO Fund, Scale Venture Partners"
CaptivateIQ,1.00 ,1/26/2022,Fintech,San Francisco,United States,North America,2014,0.17 ,"Sequoia Capital, Y Combinator, Accel"
Flipdish,1.00 ,1/13/2022,Internet software ,Dublin,Ireland,Europe,2015,0.16 ,"Tencent Holdings, Tiger Global Management, Global Founders Capital"
Honor Technology,1.00 ,10/5/2021,Internet software ,San Francisco,United States,North America,2014,0.33 ,"Andreessen Horowitz, Prosus Ventures, Thrive Capital"
Incode Technologies,1.00 ,12/7/2021,Cybersecurity,San Francisco,United States,North America,2015,0.26 ,"Dila Capital, Framework Ventures, 3L"
Kuaikan Manhua,1.00 ,12/1/2017,Internet software ,Beijing,China,Asia,2014,0.59 ,"Sequoia Capital China, CMC Capital Partners, Tencent Holdings"
Marshmallow,1.00 ,9/8/2021,Fintech,London,United Kingdom,Europe,2017,0.12 ,"Passion Capital, Hedosophia, Outrun Ventures"
Mythical Games,1.00 ,11/4/2021,Internet software ,Sherman Oaks,United States,North America,2018,0.26 ,"Javelin Venture Partners, Struck Capital, Alumni Ventures Group"
Route,1.00 ,1/21/2022,Supply chain,Lehi,United States,North America,2018,0.48 ,"Madrona Venture Group, Banner Ventures, FJ Labs"
Tackle.io,1.00 ,12/21/2021,Internet software ,Boise,United States,North America,2016,0.15 ,"Andreessen Horowitz, Bessemer Venture Partners, Coatue Management"
Nexii,1.00 ,9/8/2021,Other,Vancouver,Canada,North America,2020,0.05 ,"Trane Technologies, Honeywell"
GalaxySpace,1.00 ,11/17/2020,Mobile ,Beijing,China,Asia,2016,0.01 ,"Shunwei Capital Partners, 5Y Capital, Legend Capital"
Insider,1.00 ,2/28/2022,Internet software ,Istanbul,Turkey,Europe,2012,0.17 ,"Wamda Capital, Endeavor, Riverwood Capital"
Spiber,1.00 ,9/8/2021,Other,Tsuruoka,Japan,Asia,2007,0.52 ,"Cool Japan Fund, JAFCO, The Carlyle Group"
Ada Support,1.00 ,5/7/2021,Artificial intelligence,Toronto,Canada,North America,2016,0.19 ,"Version One Ventures, Bessemer Venture Partners, FirstMark Capital"
AgentSync,1.00 ,12/7/2021,Fintech,Denver,United States,North America,2018,0.11 ,"Craft Ventures, Caffeinated Capital, Operator Collective"
Alation,1.00 ,6/3/2021,Internet software ,Redwood City,United States,North America,2012,0.19 ,"Costanoa Ventures, Data Collective, Salesforce Ventures"
BigPanda,1.00 ,1/12/2022,Artificial intelligence,Mountain View,United States,North America,2012,0.32 ,"Advent International, Battery Ventures, Sequoia Capital Israel"
CarDekho,1.00 ,10/13/2021,E-commerce ,Jaipur,India,Asia,2008,0.45 ,"Sequoia Capital India, Hillhouse Capital Management, Sunley House Capital Management"
Copado,1.00 ,9/13/2021,Data management ,Chicago,United States,North America,2013,0.27 ,"Insight Partners, Salesforce Ventures, Perpetual Investors"
DailyPay,1.00 ,5/18/2021,Fintech,New York,United States,North America,2016,0.19 ,"RPM Ventures, Inspiration Ventures, Carrick Capital Partners"
FloQast,1.00 ,7/21/2021,Fintech,Los Angeles,United States,North America,2013,0.23 ,"Polaris Partners, Insight Partners, Norwest Venture Partners"
Gem,1.00 ,9/28/2021,Internet software ,San Francisco,United States,North America,2017,0.15 ,"Accel, Greylock Partners, Meritech Capital Partners"
GrubMarket,1.00 ,9/14/2021,E-commerce ,San Francisco,United States,North America,2013,0.38 ,"GGV Capital, BlackRock, ACE & Company"
Helium Systems,1.00 ,2/22/2022,Internet software ,San Francisco,United States,North America,2013,0.37 ,"FirstMark Capital, Tiger Global Management, FTX Venture"
Inari,1.00 ,5/12/2021,Other,Cambridge,United States,North America,2016,0.34 ,"Flagship Pioneering, Alexandria Venture Investments, Investment Corporation of Dubai"
Jokr,1.00 ,12/2/2021,E-commerce ,New York,United States,North America,2021,0.43 ,"GGV Capital, Tiger Global Management, Greycroft"
